gl,account,code,count,source,conflicts
,Business Meals - L&C,ad,2,"Yonnic - (Shreveport, LA) - Castlewood",
,Business Phones / Internet,ad,2,"Paul - (Denton, TX) - Maple Tree Townhomes",
,Business Promotion,ad,2,"David - (Temple, TX) - Asbury Park",
,Buy Out Fee/ Reletting,oi,2,"Jon - (Waco, TX) - Creole Apartments",
,Buyout Fee,oi,5,"Yonnic - (Monroe, LA) - Seasons & Woodale",1xbd
,CA State Tax,tx,2,"Jackson - (Dallas, TX) - 4414 Worth St",
,Cabinet & Closet Repairs,rm,2,"Danny - (Manor, TX) - Flats at Shadowglen",
,Cabinet Repair / Supplies,rm,2,"Dylan - (Fort Worth, TX) - Bonnie Royal",
,Cabinet Repair/Replacement,rm,2,"Guillermo - (Yukon, OK) - Yukon Heights",
,Cabinet Repairs,rm,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Cabinets,rm,2,"Paul - (Katy, TX) - Everson",
,Cabinets And Counters,rm,2,"Danny - (Oklahoma City, OK) - The Brickson",
,Cabinets & Countertops,rm,2,"Guillermo - (Lubbock, TX) - Cottage Point",
,Cable:,o,8,"Danny - (OKC, OK) - The Hudson",2xro
,Cable / Internet/ Telephone,ad,6,- Orleans,recoded from 'o' (house rule: telephone/answering -> ad)
,Cable and Internet Bulk,o,2,"Emilio - (Wylie, TX) - Village East",
,Cable Commission,oi,4,"Guillermo - (Baton Rouge, LA) - Terraces at Perkins Rowe",
,Cable Expense,o,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Cable Income,ro,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Cable-Internet Income,oi,3,"Yonnic - (Bryan, TX) - Retreat at 2818",
,Cable Internet Revenue Share Income,ro,2,"Trey - (Dallas, TX) - Ascent at Midtown",
,Cable Rebill,ro,6,"Yonnic - (San Antonio, TX) - Seraphina Castle Hills",1xoi
,Cable Services,ro,2,"Jackson - (Dallas, TX) - 4414 Worth St",
,Cable TV,o,6,"David - (Waco, TX) - Cove on 21st",
,Cable Tv Contract,o,4,"Paul - (Killeen, TX) - Dorel Killeen",1xcs
,Cable Tv & Internet Amenity Fee,ro,2,"Guillermo - (Garland, TX) - Meadow Creek",
,Cable Tv & Internet Services,o,2,"Guillermo - (Garland, TX) - Meadow Creek",
,Cable/ Internet,o,2,"Jon - (Richardson, TX) - Winding Way",
,Cable/ Internet Income,ro,2,"Jon - (Richardson, TX) - Winding Way",
,Cable/Internet,o,9,"Guillermo - (Lubbock, TX) - Lubbock Square Apartments",
,Cable/Internet Fee,oi,4,"Danny - (Weatherford, TX) - Lone Oak",1xro
,Cable/Internet Income,ro,6,"Bryce - (Haltom City, TX) -  Loraine Place",1xoi
,Cable/Internet Revenue,oi,2,"Emilio - (Wylie, TX) - Village East",
,Cable/Internet/Phone,ad,2,David - (Carrollton) - Marbella Villas at Indian Creek,recoded from 'o' (house rule: telephone/answering -> ad)
,Cable/Satellite Fee,oi,6,- Orleans,
,Cam Fee,ro,4,"Emilio - (Dallas, TX) - Tribeca & 2106 Bennett",1xoi
,CAM - Gas - Public Service Meter,o,2,"Yonnic - (Dallas, TX) - Legacy Lofts",
,CAM Recovery,oi,2,"David - (Waco, TX) - Cove on 21st",
,Cam/ Insurance,i,2,"Angel - (Granbury, TX) - The Woods",recoded from 'rm' (property insurance -> i)
,Cam/ Lighting,rm,2,"David - (Odessa, TX) - East 12th Townhomes",
,Cam/ Maintenance,rm,2,"David - (Odessa, TX) - East 12th Townhomes",
,CAM/ Parking Lot Maintenance,rm,4,"David - (Odessa, TX) - East 12th Townhomes",
,Cam/ Security,rm,2,"David - (Odessa, TX) - East 12th Townhomes",
,Cam/ Signage,rm,2,"David - (Odessa, TX) - East 12th Townhomes",
,Cam/ Trash Removal,tr,2,"Angel - (Granbury, TX) - The Woods",
,Cancellation Fees,oi,2,"David - (Waco, TX) - Cove on 21st",
,Capex Blinds,rm,2,"Jon - (Lewisville, TX) - Vistas on the Park",
,Capex Laundry Room,rm,2,"Jon - (Lewisville, TX) - Vistas on the Park",
,Capex Office/Clubroom,rm,2,"Jon - (Lewisville, TX) - Vistas on the Park",
,Capex Vinyl/Tile,rm,2,"Jon - (Lewisville, TX) - Vistas on the Park",
,Capital Hvac,rm,2,"Jon - (Lewisville, TX) - Vistas on the Park",
,Capital Pool,rm,2,"Jon - (Lewisville, TX) - Vistas on the Park",
,Career Apparel,pr,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Carpentry Supplies,rm,4,"Greg - (Arlington, TX) - Stadium West",
,Carpet,rm,10,"- (Abilene, TX) - The Quarters",
,Carpet / Vinyl,rm,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Carpet Cleaners - Occupied,rm,2,"Dylan - (Fort Worth, TX) - Mesa Vista",
,Carpet Cleaners - Vacant,rm,2,"Dylan - (Fort Worth, TX) - Mesa Vista",
,Carpet Cleaning,rm,59,"Danny - (Manor, TX) - Flats at Shadowglen",
,Carpet Cleaning-Occupied,rm,2,"Paul - (Haltom City, TX) - Woods of Haltom City",
,Carpet Cleaning Occupied Apartments,rm,2,"Danny - (Houston, TX) - Ivy at the Galleria",
,Carpet Cleaning & Repair,rm,12,"Emilio - (Houston, TX) - Las Palmas",1xcs
,Carpet Cleaning & Repairs,rm,2,"Guillermo - (Allen, TX) - 301 Greenville",
,Carpet Cleaning Repairs - Occupied,rm,2,"Paul - (Killeen, TX) - Dorel Killeen",
,Carpet Cleaning Service,rm,2,"Yonnic - (Fort Worth, TX) - Polo Club",
,Carpet Cleaning Supplies,rm,2,"Danny - (Dallas, TX) - The Link",
,Carpet Cleaning - Turn Costs,rm,9,"Guillermo - (Lubbock, TX) - Lubbock Square Apartments",1xcs
,Carpet Cleaning - Turnover,cs,2,"Dylan - (Lubbock, TX) - Crest at Cooper",
,Carpet Cleaning Vacant,rm,4,"Dylan - (Fort Worth, TX) - The Stella",
,Carpet Cleaning/Installation/Re,rm,2,"Jon - (Waco, TX) - Creole Apartments",
,Carpet Damages,oi,2,"Dylan - (Lubbock, TX) - Crest at Cooper",
,Carpet Dying & Repairs,rm,4,"Greg - (Arlington, TX) - Stadium West",
,"Carpet, Floor Cleaning & Rep.",rm,6,"Bryce - (Denton, TX) - The Cluster Apartments",
,Carpet & Floor Cleaning & Repair,rm,3,"Bryce - (Denton, TX) - The Cluster Apartments",
,Carpet & Flooring,rm,2,David - (Carrollton) - Marbella Villas at Indian Creek,
,Carpet Material-Clean & Repair,rm,2,"Guillermo - (Yukon, OK) - Yukon Heights",
,Carpet Repair,rm,4,"Danny - (Manor, TX) - Flats at Shadowglen",
,Carpet Repair - Turn Costs,rm,2,"Guillermo - (Baton Rouge, LA) - Terraces at Perkins Rowe",
,Carpet Repairs/Dyeing,rm,2,"Yonnic - (Dallas, TX) - Legacy Lofts",
,Carpet Replace,rm,2,"Yonnic - (Fort Worth, TX) - Polo Club",
,Carpet - Water Extraction,rm,4,"Will - (Overland Park, KS) - 87th Street Apartments",
,Carpet/ Floor R&M,rm,4,"David - (Odessa, TX) - East 12th Townhomes",
,Carpet/Vinyl Repair,rm,4,"Guillermo - (Baton Rouge, LA) - Terraces at Perkins Rowe",
,Carpet/Vinyl Repairs M& Maint,rm,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Carpets:,rm,2,"Danny - (OKC, OK) - The Hudson",
,Carport,oi,10,"Danny - (Manor, TX) - Flats at Shadowglen",
,Carport / Reserved Parking Income,oi,2,"Jon - (Richardson, TX) - Winding Way",
,Carport Income,oi,8,"Will - (Kansas City, MO) - Province of Briarcliff",
,Carport Rent,oi,5,"Guillermo - (Lubbock, TX) - Lubbock Square Apartments",
,Carport/Garage Supplies & Repairs,rm,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Carport/Garages/Parking Income,oi,14,"Emilio - (Houston, TX) - Las Palmas",
,Carport/Reserved Parking Income,oi,2,"David - (Kingsville, TX) - SG Apartments",
,Cash Over/Short,ad,1,"Chris - (Webster, TX) - The Townhomes on Three",
,Ceiling Fans,rm,4,"Jon - (Lewisville, TX) - Vistas on the Park",
,Cell Phone,ad,4,"Danny - (Manor, TX) - Flats at Shadowglen",
,Cell Phone Maintenance,ad,2,"Dylan - (Houston, TX) - Park at Vittoria",recoded from 'rm' (house rule: telephone/answering -> ad)
,Cell Phones And Pagers,ad,4,"Dylan - (Fort Worth, TX) - The Stella",
,Cellular Phones / Pagers / Radios,ad,6,"Yonnic - (San Antonio, TX) - Seraphina Castle Hills",
,Centerpoint,o,2,"Guillermo - (Houston, TX) - Houston Westlake Village",
,Central Services Labor,ad,2,"Guillermo - (Garland, TX) - Meadow Creek",
,Centralization,ad,4,"Yonnic - (Fort Worth, TX) - Tides on Westcreek",
,Change In Dq,bd,2,"Guillermo - (Tulsa, OK ) - Waterside Apartments",
,Charge Back To Tenant - Rent Reporting,oi,4,"Greg - (Dallas, TX) - The Carolina",
,Children's Center expenses,ad,4,"Emilio - (Dallas, TX) - Bella Vista Pointe",
,Chiller Contract - A/C,rm,4,"Will - (Overland Park, KS) - 87th Street Apartments",
,City Admin Fee,oi,2,"Chris - (Dallas, TX) - HYA Live Oak Apartments",
,City Fees:City Registration Fee,ad,2,"Greg - (Fort Worth, TX) - 1605 5th Ave",
,City Ordinance Fees,ad,2,"Guillermo - (Houston, TX) - The Sophia",
,City Permits,ad,2,"3- (Houston, TX) - 2801 Carrolton Apartments",
,City Taxes,tx,2,"Guillermo - (Garland, TX) - Meadow Creek",
,Classic Unit Turnover,rm,2,"Chris - (Dallas, TX) - HYA Live Oak Apartments",
,Cleaning,rm,57,"Emilio - (Houston, TX) - Las Palmas",2xcs; 1xoi
,Cleaning / Janitorial,rm,2,"Jon - (Richardson, TX) - Winding Way",
,Cleaning and Janitorial,rm,2,"Will - (Copperas Cove, TX) - Las Cortes",
,Cleaning and Maint,rm,2,"David - (McAllen, TX) - 3616 Harvey St",
,Cleaning and Maint Income,oi,1,"paul - (Dallas, TX) - Estrella at Kiest",
,Cleaning And Maintenance,rm,11,"Trey - (Dallas, TX) - Ascent at Midtown",
,Cleaning And Maintenance -Other,rm,22,"Chase - (Shawnee, OK) - Villa Chateau",
,Cleaning And Trash Removal,rt,8,"Trey - (Duncanville, TX) - Sunset Villa",1xoi
,Cleaning apartment,rm,2,"Guillermo - (Allen, TX) - 301 Greenville",
,Cleaning - Apartments,rm,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Cleaning - Carpet Cleaning,rm,2,"Danny - (Oklahoma City, OK) - The Brickson",
,Cleaning Charges,oi,11,"Dylan - (Fort Worth, TX) - Mesa Vista",
,Cleaning Charges/Fees,oi,2,"David - (Kingsville, TX) - SG Apartments",
,Cleaning:Cleaning Services,ad,2,"Greg - (Fort Worth, TX) - 1605 5th Ave",
,Cleaning Contract,rm,8,"Trey - (Garland, TX) - Hills of Palos Verde",
,Cleaning Contractors,rm,2,"Dylan - (Fort Worth, TX) - Mesa Vista",
,Cleaning Fee Income,oi,2,"Chris - (Dallas, TX) - HYA Live Oak Apartments",
,Cleaning Fees,oi,14,"Bryce - (Haltom City, TX) -  Loraine Place",
,Cleaning - Income,oi,13,"David - (Temple, TX) - Asbury Park",
,Cleaning & Maintenance,rm,2,"Jon - (Fairfield, TX) - East Meadows Apartments",
,Cleaning Service,oi,2,"Dylan - (Lubbock, TX) - Crest at Cooper",
,Cleaning Services,rm,4,"Bryce - (Cleburne, TX) - Colonial",
,Cleaning Subcontractors,rm,5,"Yonnic - (Monroe, LA) - Seasons & Woodale",1xad
,Cleaning Supplies,rm,59,"Yonnic - (Monroe, LA) - Seasons & Woodale",2xad; 1xcs
,Cleaning (Vacant),rm,2,"Bryce - (Haltom City, TX) -  Loraine Place",
,Cleaning - Water Extraction,rm,2,"Danny - (Oklahoma City, OK) - The Brickson",
,Cleaning/Hskp-Supp-Turnkey,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cleaning/Hskp-Supplies,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cleaning/Janitorial R&M,rm,4,"David - (Odessa, TX) - East 12th Townhomes",
,CLEANING/JANITORIAL R/M,rm,2,"Paul - (Garland, TX) - Vista Isle",
,5121Cleaning/Makeready,rm,3,"Yonnic - (San Antonio, TX) - The Kelly Apartments",
,Cleanup,oi,4,"Will - (Copperas Cove, TX) - Las Cortes",
,Clerical,ad,2,"Jackson - (Pilot Knob, MO) - Countryside Apartments",
,Club Room,rm,2,"Paul - (Killeen, TX) - Dorel Killeen",
,Club Room Rental Fees,oi,2,"Yonnic - (San Antonio, TX) - Seraphina Castle Hills",
,Clubhouse & Amenities,rm,2,"Bryce - (Arlington, TX) - Timberlake Villas",
,Clubhouse & Amenity Repairs,rm,2,"Greg - (Amarillo, TX) - Cross Timbers at Grand Street",
,Clubhouse Fee,oi,2,"Bryce - (Arlington, TX) - Timberlake Villas",
,Clubhouse Maintenance,rm,2,"Yonnic - (Dallas, TX) - Legacy Lofts",
,Code Compliance Fees,ad,2,"Angel - (Garland, TX) - Avenue G Estates",
,COGS - Air Filters,ad,1,"paul - (Dallas, TX) - Estrella at Kiest",
,Collateral Supplies / Marketing,m,2,"Bryce - (Arlington, TX) - Timberlake Villas",
,Collaterals,m,2,"Will - (Kansas City, MO) - Province of Briarcliff",
,Collected Utilities (Rates Vary By Unit And Lease),rw,2,"Greg - (Lubbock, TX) - Westlake Apartments",
,Collection Cost,ad,2,"Guillermo - (Garland, TX) - Meadow Creek",
,Collection & Eviction Processing,ad,22,"Emilio - (Houston, TX) - Las Palmas",
,Collection Fees,oi,2,"Danny - (Manor, TX) - Flats at Shadowglen",
,Collection Income,oi,2,"Will - (Kansas City, MO) - Province of Briarcliff",
,Collection Loss/Gain,ll,3,"David - (Commerce, TX) - Mayo Townhomes",
,Collections Fee,ad,2,"Dylan - (Lubbock, TX) - Crest at Cooper",
,Collections From Prev Resident,oi,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Collections Income,oi,1,"paul - (Dallas, TX) - Estrella at Kiest",
,Comissions,mf,2,"Emilio - (Van Alstyne, TX) - 441 & 451 W Van Alystne",
,Commercial Maintenance,rm,2,"Emilio - (Plano, TX) - Texas Star Townhomes",
,Commission,mf,4,"Trey - (Cedar Hills, TX) - 312 Hickerson St",
,Commission apts,m,2,"Trey - (Dallas, TX) - 5647 Live Oak",
,Commission New Expense,ad,2,"Emilio - (Plano, TX) - Texas Star Townhomes",
,Commissions,pr,21,"Trey - (Duncanville, TX) - Sunset Villa","recoded from 'm' (standardized to majority ({'m': 23, 'pr': 27}))"
,Commissions And Bonuses,pr,4,"Jon - (Oklahoma City, OK) - Parkview Flats",
,Commissions and Fees Exp,ad,2,"Dylan - (Houston, TX) - Residences at Med",
,Commissions (R),pr,2,"Yonnic - (Fort Worth, TX) - Polo Club",
,Commissions/ Placement Fee's,mf,8,"David - (Corsicana, TX) - Skylane Ave SFR",
,Commissions/ Placement Fees,ad,2,"Jackson - (Dallas, TX) - 4414 Worth St",
,Commissions/Placement Fee'S,mf,2,"Guillermo - (Hurst, TX) - Point on Calloway",
,Commissions/Placement Fees,mf,2,"Chase - (Shawnee, OK) - Villa Chateau",
,Common Area Amenities R&M,rm,2,"Danny - (Manor, TX) - Flats at Shadowglen",
,Common Area Assessment,ro,4,"Bryce - (Cleburne, TX) - Colonial",
,Common Area Cleaning,rm,6,"Bryce - (Springtown, TX) - North Park Townhomes",
,Common Area Cleaning Contract,rm,4,"Dylan - (Fort Worth, TX) - The Stella",
,Common Area Cleaning Services,cs,8,"Jon - (Tulsa, OK) - Boulder Ridge",
,Common Area Housekeeping,rm,2,"Danny - (Oklahoma City, OK) - The Brickson",
,Common Area Income,oi,2,"Will - (Kansas City, MO) - Province of Briarcliff",
,Common Area Maintenance,oi,2,"Jackson - (Dallas, TX) - 4414 Worth St",
,Common Area Painting - Materials,rm,2,"Danny - (Manor, TX) - Flats at Shadowglen",
,Common Electric Expense,e,4,"Emilio - (Dallas, TX) - Bella Vista Pointe",
,Communications,ad,2,"Jackson - (Pilot Knob, MO) - Countryside Apartments",
,Community Amenity Fee,oi,2,"Dylan - (Fort Worth, TX) - The Stella",
,Community Amentity Fee,oi,4,"Guillermo - (Baton Rouge, LA) - Terraces at Perkins Rowe",
,Community Director,pr,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Community Events,m,4,"Dylan - (Fort Worth, TX) - The Stella",
,Community Fee,oi,2,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Community Manager,pr,4,"Will - (Kansas City, MO) - Province of Briarcliff",
,Community Manager Salaries,pr,2,"Danny - (Manor, TX) - Flats at Shadowglen",
,Comp & Liability Insurance,pr,8,"Danny - (Weatherford, TX) - Lone Oak",
,Company Bonus / Gifts,pr,2,"Guillermo - (Lubbock, TX) - Cottage Point",
,Company Paid Ins/Emp Benefits,pr,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Compliance & Safety Signage,rm,2,"Danny - (Oklahoma City, OK) - The Brickson",
,Computer / Software Expense,ad,2,"Danny - (Dallas, TX) - The Link",
,Computer And Internet,ad,2,"Jon - (Oklahoma City, OK) - Lakewood Estates",
,Computer and Internet Expense,ad,4,"Jackson - (Dallas, TX) - 4414 Worth St",
,Computer And Internet Expenses,ad,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Computer Expense,ad,10,"Dylan - (Fort Worth, TX) - Mesa Vista",
,Computer Hardware And Repair,ad,4,"Dylan - (Fort Worth, TX) - The Stella",
,"Computer, Internet, Web",ad,2,"David - (Odessa, TX) - East 12th Townhomes",
,Computer - It Services,ad,4,"Bryce - (Cleburne, TX) - Colonial",
,Computer Services & Fees,ad,6,"Danny - (Manor, TX) - Flats at Shadowglen",
,Computer Software,ad,7,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Computer Software - Core Suite,ad,2,"Guillermo - (Dallas, TX) - Pearl at Midtown",
,Computer & Software Expense,ad,2,"Trey - (Garland, TX) - Hills of Palos Verde",
,Computer Software - Property Management,ad,4,"Bryce - (Cleburne, TX) - Colonial",
,Computer Software/Hardware,ad,2,"Dylan - (Lubbock, TX) - Crest at Cooper",
,Computer Software/Licenses,ad,4,"Emilio - (Dallas, TX) - Bella Vista Pointe",
,Computer Supplies,ad,6,"Greg - (Arlington, TX) - Stadium West",
,"Computer Supplies, Services, & Repairs",ad,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Computer Support / Mis,ad,8,"Danny - (Weatherford, TX) - Lone Oak",
,Computer Support & Services-Contractor,ad,4,"Emilio - (Dallas, TX) - Bella Vista Pointe",
,Computer Svc. / Supplies,ad,9,"Guillermo - (Lubbock, TX) - Lubbock Square Apartments",
,Computer/ Software,ad,2,"Emilio - (Plano, TX) - Texas Star Townhomes",
,Computer/Internet Expense,ad,2,"Paul - (Haltom City, TX) - Woods of Haltom City",
,Computers And Office Tech,ad,3,"Yonnic - (Monroe, LA) - Seasons & Woodale",
,Conc - Miscellaneous,nr,14,"Emilio - (Houston, TX) - Las Palmas",
,Conc - Move-In Special,nr,14,"Emilio - (Houston, TX) - Las Palmas",
,Conc - Recurring,nr,8,"Emilio - (Houston, TX) - Las Palmas",
,Conc - Renewals,nr,12,"Emilio - (Houston, TX) - Las Palmas",
,Conc - Rent Conc Reversal,nr,2,"Paul - (Lacy Lakeview, TX) - The Zoe",
,Concession,nr,4,"Bryce - (Haltom City, TX) -  Loraine Place",
,Concession Charge Back,nr,2,"Will - (Kansas City, MO) - Province of Briarcliff",
,Concession Repayment,nr,2,"David - (Kingsville, TX) - SG Apartments",recoded from 'oi' (concession-named -> nr)
,Concession: Resident Referral Credit,nr,2,"Emilio - (Dallas, TX) - 4625 Virginia Ave",recoded from 'oi' (concession-named -> nr)
,Concessions,nr,67,"Danny - (Manor, TX) - Flats at Shadowglen",
,Concessions For Promotions,nr,2,"Dylan - (Fort Worth, TX) - Mesa Vista",
,Concessions One Time,nr,2,"Dylan - (Lubbock, TX) - Crest at Cooper",
,Concessions: Resident Rent Credit,nr,2,"Emilio - (Dallas, TX) - 4625 Virginia Ave",recoded from 'oi' (concession-named -> nr)
,Concierge Service Charges,oi,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Conditional Approval Fee,oi,4,"Emilio - (Dallas, TX) - Tribeca & 2106 Bennett",
,Consultation Fee,ad,2,"Guillermo - (Hurst, TX) - Point on Calloway",
,Consulting / Professional Fees,ad,2,"Paul - (Killeen, TX) - Dorel Killeen",
,Consulting Fees,ad,2,"Guillermo - (Garland, TX) - Meadow Creek",
,Cont Carpet Clean - Turnkey,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cont Carpet Repairs / Dying,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cont Clean/Hskp-Off/Modl/Hl,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cont Clean/Hskp - Turnkey,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cont Paint/Dec Int-Turnky,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Cont Pnt Matrls-Off/Modl/Hl,rm,2,"Dylan - (Houston, TX) - Park at Vittoria",
,Continuing Education,ad,6,"Jon - (Tulsa, OK) - Boulder Ridge",
,Continuing Education/Certifications,ad,2,"Guillermo - (Lubbock, TX) - Cottage Point",
,Contract - Access Doors & Gates,cs,2,"Bryce - (Springtown, TX) - North Park Townhomes",
,Contract - Administrative,pr,2,"Guillermo - (Baton Rouge, LA) - Terraces at Perkins Rowe",
,Contract - Alarm / Monitoring - Intrusio,cs,2,"Guillermo - (Allen, TX) - 301 Greenville",
,Contract - Alarm/Monitoring - Intrusion,cs,2,"David - (Waco, TX) - Cove on 21st",
,Contract - Alarm/Monitoring - Intrusion/Fire,cs,6,"Emilio - (Houston, TX) - Las Palmas",
,Contract - Cable / Internet - Bulk,o,4,"Bryce - (Haltom City, TX) -  Loraine Place",
,Contract - Cable Tv,o,4,"Bryce - (Cleburne, TX) - Colonial",
,Contract Carpet Cleaning,rm,4,"Guillermo - (Houston, TX) - Pines at Woodcreek","recoded from 'cs' (standardized to majority ({'cs': 4, 'rm': 13}))"
,Contract - Cleaning,rm,19,"Emilio - (Houston, TX) - Las Palmas","recoded from 'cs' (standardized to majority ({'cs': 19, 'rm': 50}))"
,Contract Cleaning - Apartments,rm,2,"Guillermo - (Temple, TX) - Greenbrier Park Apartments",
,Contract Cleaning & Supply,rm,4,"Greg - (Arlington, TX) - Stadium West",
,Contract Cleaning - Turn Cost,rm,9,"Guillermo - (Lubbock, TX) - Lubbock Square Apartments",1xcs
,Contract - Computer Service,cs,2,"Paul - (Dallas, TX) - Pecan Tree",
,Contract - Copier Maintenance,cs,2,"David - (Waco, TX) - Cove on 21st",
,Contract - Fire/Safety,cs,2,"David - (Waco, TX) - Cove on 21st",
,Contract Flooring Repairs,cs,4,"Guillermo - (Houston, TX) - Pines at Woodcreek",
,Contract Gain(Loss) to Lease,ll,16,"Emilio - (Houston, TX) - Las Palmas",
,Contract - Gate/Door Access Systems,cs,6,"Emilio - (Houston, TX) - Las Palmas",
,Contract Gate/Fence/Carport Repairs,cs,2,"Guillermo - (Houston, TX) - Pines at Woodcreek",
